Date,Dernier ((EUR/MWh),Ouv., Plus Haut,Plus Bas
05/07/2024,"33,065","32,505","33,8","32,415"
08/07/2024,"32,285","33,195","33,7","32,05"
09/07/2024,"31,335","32,175","32,175","30,95"
10/07/2024,"30,785","31,25","31,695","30,635"
11/07/2024,"31,11","30,85","31,405","30,405"
12/07/2024,"31,72","31,27","32,285","30,92"
15/07/2024,"31,37","31,86","31,93","31,075"
16/07/2024,"32,795","31,495","33,02","31,495"
17/07/2024,"31,895","32,905","33,25","31,6"
18/07/2024,"32,675","31,84","32,755","31,82"
19/07/2024,"32,17","32,53","32,53","31,725"
22/07/2024,"31,84","31,8","31,95","31,195"
23/07/2024,"31,62","31,62","31,83","31,335"
24/07/2024,"32,62","31,525","32,945","31,52"
25/07/2024,"31,78","32,38","32,38","31,69"
26/07/2024,"32,475","32,135","32,78","32,135"
29/07/2024,"33,875","33,475","33,93","33,35"
30/07/2024,"34,361","33,74","34,3","33,74"
31/07/2024,"35,87","35,735","35,95","35,105"
01/08/2024,"36,97","36,14","37,02","35,81"
02/08/2024,"36,65","36,67","37,09","36,07"
05/08/2024,"35,5","36,77","36,77","34,825"
06/08/2024,"36,675","36,25","37,025","36,055"
07/08/2024,"38,45","36,755","38,76","35,935"
08/08/2024,"40,095","38,62","40,3","38,195"
09/08/2024,"40,395","40,035","40,715","39,575"
12/08/2024,"39,66","39,625","42,86","39,265"
13/08/2024,"39,48","39,395","40,395","38,795"
14/08/2024,"38,965","39,57","40,175","38,66"
15/08/2024,"39,6","39,095","39,905","38,84"
16/08/2024,"39,645","39,69","40,06","39,19"
19/08/2024,"39,845","39,265","40,4","39,105"
20/08/2024,"37,955","39,295","40,075","37,62"
21/08/2024,"37,01","37,91","38,465","36,905"
22/08/2024,"36,585","37,225","37,565","36,2"
23/08/2024,"36,865","36,975","37,32","36,15"
26/08/2024,"37,655","36,775","37,855","36,175"
27/08/2024,"38,69","37,475","38,9","37,405"
28/08/2024,"38,52","39,3","39,3","38,7"
29/08/2024,"38,601","38,55","38,985","38,145"
30/08/2024,"39,825","38,985","40,235","38,85"
03/09/2024,"37,195","39,845","39,845","36,99"
04/09/2024,"35,8","36,815",37,"35,605"
05/09/2024,"36,195","35,705","36,71","35,605"
06/09/2024,"36,48","37,05","37,535","36,35"
09/09/2024,"37,335","36,9","37,475","36,35"
10/09/2024,"35,28","37,395","37,845","34,895"
11/09/2024,"36,14","35,45","36,295","34,885"
12/09/2024,"35,19","35,83","35,85","34,845"
13/09/2024,"35,648","35,405","36,175","35,145"
16/09/2024,"34,081","35,11","35,145","33,965"
17/09/2024,"35,547","34,15","35,75","34,125"
18/09/2024,"35,245","35,185","35,745","34,705"
19/09/2024,"33,083","35,98","36,695","32,525"
20/09/2024,"34,444","34,485","35,08","33,865"
23/09/2024,"36,211","34,9","36,295","34,57"
24/09/2024,"35,413","35,413","35,413","35,413"
25/09/2024,"37,319","36,365","37,505","36,145"
26/09/2024,"37,89","37,03","37,92","36,7"
27/09/2024,"38,114","37,28","38,125","37,28"
30/09/2024,"39,044","39,205","39,27","38,705"
01/10/2024,"39,273","38,395","39,6","37,445"
02/10/2024,"38,617","39,9","39,9","38,425"
03/10/2024,"39,912","38,395","39,83","38,145"
04/10/2024,"40,98","39,625","41,17","39,375"
07/10/2024,"40,244","40,205","40,945","39,505"
08/10/2024,"38,919","40,18","40,18","38,7"
09/10/2024,"38,341","38,405","39,16","38,1"
10/10/2024,"40,293","38,405","40,35","38,405"
11/10/2024,"39,879","39,865","40,575","39,52"
14/10/2024,"40,559","39,32","40,705","39,235"
15/10/2024,"39,973","39,85","40,09","38,975"
16/10/2024,"39,241","40,205","40,26","39,155"
17/10/2024,"39,65","39,45","40,03","39,31"
18/10/2024,"39,204","39,74","39,74","39,105"
21/10/2024,"40,024","39,81","40,215","39,65"
22/10/2024,"40,704","39,93","41,005","39,79"
23/10/2024,"41,38","40,8","41,75","40,65"
24/10/2024,"42,154","41,85","42,63","41,75"
25/10/2024,"43,513","42,2","43,57","42,2"
28/10/2024,"42,519","42,5","42,725","41,88"
29/10/2024,"42,869","43,44","43,605","43,2"
30/10/2024,"40,903","41,565","41,565","41,125"
31/10/2024,"40,588","41,225","41,49","38,07"
01/11/2024,"39,175","39,325","40,38","38,55"
04/11/2024,"40,301","39,495","40,525","39,43"
05/11/2024,"40,492","40,33","41,2","40,305"
06/11/2024,"40,388","40,1","40,75","39,04"
07/11/2024,"41,276","40,505","41,575","40,385"
08/11/2024,"42,409","42,325","43,055","41,975"
11/11/2024,"43,728","41,675","44,11","41,675"
12/11/2024,"44,255","43,82","44,435",43
13/11/2024,"43,666","43,625","44,105","42,2"
14/11/2024,"46,224","45,505","46,51","44,995"
15/11/2024,"46,551",46,"47,41","45,45"
18/11/2024,"46,9","45,48","47,125","45,385"
19/11/2024,"45,668","46,655","47,315","45,6"
20/11/2024,"46,796","45,36","47,23","45,275"
21/11/2024,"48,303","47,12","48,725","47,12"
22/11/2024,"47,018","49,05","49,24","46,775"
25/11/2024,"47,733","47,665","48,88","47,4"
26/11/2024,"47,216","47,38","48,29","46,13"
27/11/2024,"46,762","46,535","46,8",46
29/11/2024,"47,811","47,48","47,95","46,235"
02/12/2024,"48,655","48,86","49,295","48,35"
03/12/2024,"48,557","48,93","49,05","48,25"
04/12/2024,"47,046","48,1","48,15","46,71"
05/12/2024,"46,551","47,51","47,56","46,005"
06/12/2024,"46,48","46,25","46,7","45,95"
09/12/2024,"44,855","46,2","46,305","44,74"
10/12/2024,"45,552","44,55","45,845","44,45"
11/12/2024,"44,694","45,25","45,96","44,4"
12/12/2024,"42,804","44,4","44,45","42,495"
13/12/2024,"41,215","42,54","43,245","41,01"
16/12/2024,"40,277","40,185","40,585","38,955"
17/12/2024,"42,065","40,5","42,145","39,955"
18/12/2024,"41,007","42,355","42,4","40,63"
19/12/2024,"43,078","41,475","43,615","39,835"
20/12/2024,"44,13","43,875","44,465","42,785"
23/12/2024,"45,545","44,335","45,835","43,8"
24/12/2024,"45,731","45,75","46,55","45,3"
26/12/2024,"45,731","45,731","45,731","45,731"
27/12/2024,"47,731","47,18","47,93","46,8"
30/12/2024,"47,633","48,3","48,3","47,235"
31/12/2024,"48,889","48,35","50,53","48,225"
02/01/2025,"50,273","50,215","50,695","48,615"
03/01/2025,"49,622","49,905","50,35","49,385"
06/01/2025,"47,326","49,1","49,25","46,94"
07/01/2025,"47,474","46,75","47,86","45,985"
08/01/2025,"45,559","47,995","47,995","45,14"
09/01/2025,"44,987","45,095","45,48","43,895"
10/01/2025,"45,008","44,85","45,785","43,225"
13/01/2025,"48,261","46,65","48,57","46,65"
14/01/2025,"46,947","48,53","48,605","46,605"
15/01/2025,"47,006","47,45","47,75","46,45"
16/01/2025,"46,241","46,205","46,41","45,7"
17/01/2025,"46,887",46,"47,405","45,765"
21/01/2025,"50,027","46,65","50,225","46,15"
22/01/2025,"48,716","50,085","50,7","48,55"
23/01/2025,"49,123","48,83","50,3","48,6"
24/01/2025,"49,702","49,585","49,91","48,205"
27/01/2025,"47,862","48,825","48,9","47,83"
28/01/2025,"48,224","48,2","48,615","48,05"
29/01/2025,"51,156","49,74","51,33","49,74"
30/01/2025,"51,726","52,02","52,54","51,53"
31/01/2025,"53,237",52,"53,755","51,945"
03/02/2025,"53,794","54,2","54,62","52,85"
04/02/2025,"52,048","52,905","53,395","51,39"
05/02/2025,"53,438","51,85","53,905","51,85"
06/02/2025,"54,502","53,91","55,465","53,55"
07/02/2025,"55,723","53,815","56,05","53,66"
10/02/2025,"58,039","57,3","58,695","57,255"
11/02/2025,"57,766","57,13","59,335","56,375"
12/02/2025,"55,661","56,2",57,"54,23"
13/02/2025,"51,383","55,66","55,66","50,565"
14/02/2025,"50,685","50,05","51,6","48,39"
18/02/2025,"49,215","50,005","50,895","46,84"
19/02/2025,"48,264",50,"50,395","47,12"
20/02/2025,"47,494","47,35","48,6","47,065"
21/02/2025,"47,195","47,65","48,225","46,105"
24/02/2025,"47,144","46,135","47,26","45,11"
25/02/2025,"44,291","45,435","45,835","43,75"
26/02/2025,"41,336","41,336","41,336","41,336"
27/02/2025,"44,93","44,375","44,56","44,375"
28/02/2025,"44,32","46,5","46,545","44,11"
03/03/2025,"45,213","46,95","47,23","44,53"
04/03/2025,"43,464","45,315","45,315","42,51"
05/03/2025,"41,508","43,485","43,905","40,85"
06/03/2025,"38,24","41,875",42,"37,705"
07/03/2025,"39,971","37,325","41,5","37,205"
10/03/2025,"41,232","40,07","41,37","39,65"
11/03/2025,"42,71","41,405","43,56","40,865"
12/03/2025,"42,254","42,645","43,345","41,295"
13/03/2025,"42,076","42,455","43,625","40,545"
14/03/2025,"42,29","41,3","42,895","41,145"
17/03/2025,"41,248","41,395","42,005","40,35"
18/03/2025,"40,755","41,45","41,625","39,85"
19/03/2025,"43,355","42,505","43,94","41,96"
20/03/2025,"42,855","43,86","44,15","42,675"
21/03/2025,"42,605","44,755","44,755","42,03"
24/03/2025,"42,748","42,405","42,69","41,24"
25/03/2025,"41,555","42,05","42,63","41,16"
26/03/2025,"40,87","40,555","41,255","40,555"
27/03/2025,"41,202","41,1","41,425","41,1"
28/03/2025,"40,587","40,9","40,9","40,9"
31/03/2025,"40,667","40,825","41,385","39,885"
01/04/2025,"42,45","40,875","42,7","40,45"
02/04/2025,"41,263","42,475","42,95","40,87"
03/04/2025,"39,203","39,75","40,46","38,455"
04/04/2025,"36,401","39,25","39,25","35,265"
07/04/2025,37,"34,645","38,56","33,595"
08/04/2025,"36,231","36,335","36,96","35,58"
09/04/2025,"33,666","34,6","35,395","33,305"
10/04/2025,"33,293","34,65","35,14","33,15"
11/04/2025,"33,463","33,725","34,055","32,805"
14/04/2025,"34,499","34,275","34,785","33,71"
15/04/2025,"34,407","34,5","35,525","34,17"
16/04/2025,"35,312","33,905","35,63","33,905"
17/04/2025,"35,657","35,6","35,835","35,305"
21/04/2025,"35,657","35,657","35,657","35,657"
22/04/2025,"34,244","35,85","35,85","34,025"
23/04/2025,"34,16","34,675","34,975","33,925"
24/04/2025,"33,574","34,05","34,14","33,08"
25/04/2025,"32,432","33,445","33,445","31,95"
28/04/2025,"32,398","32,7","32,7","32,275"
29/04/2025,"31,856","30,9","31,5","30,9"
30/04/2025,"32,317","31,875","32,755","31,655"
01/05/2025,"32,149","32,03","32,28","31,65"
02/05/2025,"33,078","32,095","33,63","32,085"
05/05/2025,"32,93","32,79","33,065","32,6"
06/05/2025,"34,743","33,34","35,085","33,235"
07/05/2025,"34,531","34,615","35,515","34,115"
08/05/2025,"35,341","34,22","35,745","34,22"
09/05/2025,"34,618","35,7","35,99","34,32"
12/05/2025,"35,39","34,555","36,305","34,545"
13/05/2025,"35,744","35,015","36,15","35,01"
14/05/2025,"35,048","35,65","35,68","34,425"
15/05/2025,"35,294","35,345","35,495","34,45"
16/05/2025,"35,156","35,35","35,935","34,785"
19/05/2025,"35,225",35,"35,46","34,9"
20/05/2025,"36,979","35,26","37,14","35,235"
21/05/2025,"36,621","37,25","37,775","36,43"
22/05/2025,"36,356","36,54","37,04","36,11"
23/05/2025,"36,45","36,4","36,77","35,88"
27/05/2025,"37,006","36,975","36,975","36,685"
28/05/2025,"36,687","36,8","36,99","36,8"
29/05/2025,"35,158","35,158","35,158","35,158"
30/05/2025,"34,228","34,955","35,355","33,855"
02/06/2025,"35,015","34,1","35,485","34,1"
03/06/2025,"35,848","35,265",36,"34,97"
04/06/2025,"35,65","36,005","36,365","35,415"
05/06/2025,"36,393","35,705","36,59","35,705"
06/06/2025,"36,251","36,55","36,72","35,955"
09/06/2025,"35,605","36,145","36,245","35,45"
10/06/2025,"34,638","35,555","35,555","34,55"
11/06/2025,"35,913","35,165","35,9","35,06"
12/06/2025,"36,177","36,405","36,5","35,765"
13/06/2025,"37,894","37,595","38,46","37,105"
16/06/2025,"37,906","38,67","39,485","37,395"
17/06/2025,"39,309","38,18","39,7","38,175"
18/06/2025,"38,693","39,55","40,365","38,655"
19/06/2025,"41,485","41,485","41,795","39,88"
20/06/2025,"40,929","39,955","41,795","39,88"
23/06/2025,"40,522","41,6","41,9","40,29"
24/06/2025,"35,615","36,485","36,55","35,085"
25/06/2025,"35,401","35,45","35,945","35,12"
26/06/2025,"34,024","35,305","35,31","34,05"
27/06/2025,"33,087","33,087","33,087","33,087"
30/06/2025,"32,898","33,35","33,45","32,7"
01/07/2025,"33,693","33,1","33,845","32,885"
02/07/2025,"33,591","33,98","34,425","33,21"
03/07/2025,"33,621","33,65","34,21","33,435"
04/07/2025,"33,43","33,95","33,95","33,275"
07/07/2025,"33,621","33,21","34,045","32,985"
08/07/2025,"34,219","34,005","34,59","33,895"
09/07/2025,"34,304","34,32","34,9","34,275"
10/07/2025,"35,17","34,655","35,35","34,655"
11/07/2025,"35,561","34,93","35,615","34,755"
14/07/2025,"35,454","35,54","36,32","35,09"
15/07/2025,"34,445","35,105","35,145","34,205"
16/07/2025,"34,809","34,655","35,115","34,45"
17/07/2025,"34,407","35,14","35,25","34,325"
18/07/2025,"33,595","34,6","34,6","33,43"
21/07/2025,"33,159","33,83","33,915","33,125"
22/07/2025,"33,111","33,215","33,405","32,95"
23/07/2025,"32,69","33,505","33,695","32,605"
24/07/2025,"32,358","32,385","32,435","32,175"
25/07/2025,"32,499","32,1","32,65","32,1"
28/07/2025,"32,899","32,295","33,03","32,13"
29/07/2025,"34,103","34,103","34,103","34,103"
30/07/2025,"34,537","33,65","33,65","33,65"
31/07/2025,"35,279","34,685","35,425","34,645"
01/08/2025,"33,972","35,15","35,16","33,77"
04/08/2025,"34,283","34,065","34,37","33,66"
05/08/2025,"34,406","34,19","34,44","33,79"
06/08/2025,"33,257","33,995","34,105","33,08"
07/08/2025,"32,951","32,95","33,15","32,845"
08/08/2025,"32,446","32,78","33,41","32,155"
11/08/2025,"32,999","32,49","33,125","32,4"
12/08/2025,"32,409","33,065","33,065","32,215"
13/08/2025,"32,6","32,615","32,8","32,485"
14/08/2025,"32,141","32,86","32,86","31,95"
15/08/2025,"31,031","31,975","31,975","30,795"
18/08/2025,"31,272","30,65","31,485","30,65"
19/08/2025,"31,227","30,725","31,375","30,725"
20/08/2025,"31,906","31,375","32,275","31,225"
21/08/2025,"33,175","32,245","33,395","32,015"
22/08/2025,"33,573","33,4","33,6","33,065"
25/08/2025,"33,774","33,275","33,82","33,25"
26/08/2025,"33,46","33,6","33,69","33,3"
27/08/2025,"32,551","32,7","32,815","32,59"
28/08/2025,"31,559","31,275","31,275","31,275"
29/08/2025,"31,622","31,75","31,87","31,6"
01/09/2025,"32,275","32,275","32,285","31,88"
02/09/2025,"31,772","32,2","32,625","31,665"
03/09/2025,"32,112","31,525","32,36","31,42"
04/09/2025,"32,412","31,84","32,605","31,84"
05/09/2025,"31,969","32,52","32,705","31,91"
08/09/2025,"33,064","32,2","33,12","32,2"
09/09/2025,"32,931","33,085","33,11","32,225"
10/09/2025,"33,122","33,24","33,42","33,005"
11/09/2025,"32,323","32,51","32,59","32,31"
12/09/2025,"32,662","32,395","32,8","32,065"
15/09/2025,"32,154","32,2","32,4",32
16/09/2025,"32,329","31,91","32,45","31,91"
17/09/2025,"32,401","32,605","32,76","32,335"
18/09/2025,"32,952","32,555","33,035","32,545"
19/09/2025,"32,308","32,66","32,965","32,17"
22/09/2025,"31,844","32,1","32,2","31,765"
23/09/2025,"32,265","32,03","32,7","31,99"
24/09/2025,"31,903","32,16","32,39",32
25/09/2025,"32,456","32,405","32,565","32,35"
26/09/2025,"32,697","32,655","32,71","32,525"
29/09/2025,"32,06","32,28","32,28","32,1"
30/09/2025,"31,411","32,255","32,255","31,43"
01/10/2025,"31,335","31,275","31,385","30,79"
02/10/2025,"31,455","31,445","31,475","31,055"
03/10/2025,"31,438","31,105","31,625","30,97"
06/10/2025,"33,116","32,45","33,215","32,425"
07/10/2025,"33,246","33,5","33,625","33,04"
08/10/2025,"32,7","33,57","33,57","32,645"
09/10/2025,"32,363","32,195","32,52","32,065"
10/10/2025,"32,17","32,08","32,185","31,88"
13/10/2025,"31,475","31,825","31,845","31,345"
14/10/2025,"31,801","31,46","31,86","31,46"
15/10/2025,"31,826","31,75","31,85","31,44"
16/10/2025,"32,378","32,265","32,65","32,165"
17/10/2025,"31,816","32,195","32,315","31,84"
20/10/2025,"31,739","31,775","31,775","31,59"
21/10/2025,"32,2","31,435","32,27","31,435"
22/10/2025,"31,768","32,05","32,185","31,67"
23/10/2025,"32,454","32,25","32,795","32,25"
24/10/2025,"32,016","32,2","32,2","31,855"
27/10/2025,"31,4","31,38","31,44","31,285"
28/10/2025,"31,494","31,315","31,71","31,315"
29/10/2025,"31,869","31,869","31,869","31,869"
30/10/2025,"31,048",36,36,36
31/10/2025,"31,122","31,185","31,335","31,095"
03/11/2025,"31,741","31,555","31,88","31,535"
04/11/2025,"32,551","31,94","32,495","31,93"
05/11/2025,"31,819","32,1","32,12","31,695"
06/11/2025,"31,548","31,445","31,725","31,445"
07/11/2025,"31,201","31,49","31,505","31,145"
10/11/2025,"31,071","31,3","31,465","30,84"
11/11/2025,"31,102","31,04","31,18","30,885"
12/11/2025,"30,933","31,365","31,365","30,8"
13/11/2025,"30,458","31,01","31,01","30,375"
14/11/2025,"31,25","30,745","31,08","30,59"
17/11/2025,"31,418","31,475","31,6","31,23"
18/11/2025,"31,694","31,694","31,95","31,49"
19/11/2025,"30,94","31,155","31,18","30,675"
